Marsji Language — Canonical Lexical Lock						
Version: 1.0						
Locked: 16 May 2026 — 20:26 UTC						
Total Entries: 1087070						
Author: Gino Rouzee						
						
ID		    EN				        MJ
329957		fetichised				bacaseot
329958		fetichises				orinurona
329959		fetichising				bacasetuan
329960		fetichism				eronire
329961		fetichisms				eronirin
329962		fetichist				becesoat
329963		fetichistic				becesotain
329964		fetichists				becesoe
329965		fetichize				bocosia
329966		fetichized				irunaru
329967		fetichizes				bocosien
329968		fetichizing				irunaroson
329969		fetichlike				bicisuot
329970		fetichmonger				eronirucen
329971		fetichry				bucusao
329972		feticidal				bacasou
329973		feticide				eroniset
329974		feticides				eronisi
329975		feticism				bucuseen
329976		feticulture				irunadagot
329977		fetid				orinao
329978		fetider				bacati
329979		fetidest				bucutiot
329980		fetidin				biciti
329981		fetidities				bucutei
329982		fetidity				bocotuin
329983		fetiditys				bocotua
329984		fetidly				beceto
329985		fetidness				bocotuot
329986		fetidnesses				becetipaat
329987		fetidus				eronuen
329988		fetiferous				biciloin
329989		feting				eronet
329990		fetiparous				bacahaa
329991		fetis				beceq
329992		fetise				bacaon
329993		fetish				iruni
329994		fetisheer				bacaqeu
329995		fetisher				beceqoon
329996		fetishes				orinura
329997		fetishic				irunare
329998		fetishisation				irunarodun
329999		fetishisations				irunarodu
330000		fetishise				orinureta
330001		fetishised				bacaqea
330002		fetishises				orinuria
330003		fetishising				bacaqetuat
330004		fetishism				eronirua
330005		fetishisms				eronirota
330006		fetishist				beceqoun
330007		fetishistic				beceqotaot
330008		fetishistically				beceqotaat
330009		fetishists				beceqou
330010		fetishizable				bocoqitian
330011		fetishization				biciqutuan
330012		fetishizations				biciqutuun
330013		fetishize				bocoqio
330014		fetishized				irunarin
330015		fetishizer				uranerat
330016		fetishizes				bocoqiet
330017		fetishizing				irunarosi
330018		fetishlike				biciqua
330019		fetishmonger				eronirucet
330020		fetishry				bucuqaen
330021		fetishs				irunaat
330022		fetishwear				bacaqeot
330023		fetishy				arenoea
330024		fetlock				oritain
330025		fetlocked				bucofeo
330026		fetlocks				oritata
330027		fetlow				erotot
330028		feto				bicue
330029		fetocide				irupasi
330030		fetoembryonic				urapipobin
330031		fetofetal				urapizon
330032		fetogenesis				eropezafin
330033		fetoglobulin				bacemajiat
330034		fetoglobulins				bacemajie
330035		fetographic				urapuqequ
330036		fetography				eropequ
330037		fetolethal				bacevua
330038		fetolethality				irupiziti
330039		fetologies				arepahet
330040		fetologist				bucavoun
330041		fetologists				bucavoriu
330042		fetology				irupihe
330043		fetomaternal				bicuzidua
330044		fetometric				bacezuot
330045		fetometry				bocizeot
330046		fetomodulin				urapahuku
330047		feton				oripua
330048		fetoneurotoxic				bacepugiat
330049		fetopathic				oriperon
330050		fetopathological				arepuratet
330051		fetopathologist				arepuraten
330052		fetopathology				becoheduet
330053		fetopathy				urapiron
330054		fetopelvic				oripezet
330055		fetophagy				bucahaon
330056		fetoplacental				eropaziza
330057		fetoprotein				bicuhujia
330058		fetoproteins				bicuhujien
330059		fetor				arepea
330060		fetors				arepana
330061		fetoscope				oriputa
330062		fetoscopes				oriputen
330063		fetoscopic				irupatin
330064		fetoscopically				irupatiqan
330065		fetoscopies				oriputoqi
330066		fetoscopist				becoqijou
330067		fetoscopy				arepotin
330068		fetotomy				eropuhi
330069		fetotoxic				bociwaa
330070		fetotoxicities				oripahevot
330071		fetotoxicity				arepihuvi
330072		fetotoxin				eropuhun
330073		fetrick				orijuin
330074		fetrow				irujet
330075		fets				becea
330076		fetsch				irucet
330077		fett				oriqn
330078		fetta				iruqi
330079		fettas				iruqen
330080		fette				eroqa
330081		fetted				bucaat
330082		fettelite				iruqozun
330083		fetter				baceet
330084		fetterbush				bacevein
330085		fetterbushes				bucavataan
330086		fetterbushs				bacevetea
330087		fettered				arequqan
330088		fetterer				eroqaqen
330089		fetterers				eroqaqon
330090		fetterhoff				oriqeqan
330091		fettering				arequqa
330092		fetterless				uraqiqon
330093		fetterlessness				bucavapau
330094		fetterlock				eroqaqun
330095		fetterlocks				eroqaqicu
330096		fetterly				oriqeqin
330097		fetterma				bucavaot
330098		fetterman				iruqoqun
330099		fetterolf				bocivio
330100		fetters				bacevi
330101		fettes				eroqot
330102		fettesian				bicuvaat
330103		fettess				eroqaoa
330104		fetti				oriqua
330105		fetticus				eroqiton
330106		fettig				iruqia
330107		fetting				bucaro
330108		fettle				bicuo
330109		fettled				uraquin
330110		fettler				areqaat
330111		fettlers				areqaze
330112		fettles				bicuvet
330113		fettling				uraqusi
330114		fettlings				uraqusat
330115		fetts				orique
330116		fettstein				iruqabe
330117		fettucce				arequtan
330118		fettuccelle				eroqatafat
330119		fettuccine				becobii
330120		fettuccines				becobivaat
330121		fettuccini				bocibuen
330122		fettuccinies				becobivau
330123		fettuccinis				bocibuveon
330124		fettucine				becobion
330125		fettucines				becobian
330126		fettucini				bocibuo
330127		fettucinis				bocibuet
330128		fetty				uraqoa
330129		fetu				bacoi
330130		fetucide				arewosat
330131		fetuin				urawot
330132		fetuine				iruwai
330133		feture				erowot
330134		fetus				bacoqe
330135		fetuses				bucequ
330136		fetuslike				iruwazu
330137		fetuss				bacoon
330138		fetwa				bacuna
330139		fetwah				oridun
330140		fetwas				bacuet
330141		fetzer				bocui
330142		feu				orue
330143		feuage				iramen
330144		feuages				iramion
330145		feuar				boqac
330146		feuars				boqaan
330147		feucht				orurun
330148		feuchtwanger				urerabote
330149		feud				baqe
330150		feudal				erisot
330151		feudaler				buqanuin
330152		feudalest				biqunii
330153		feudalis				erisezon
330154		feudalisable				arosazuden
330155		feudalisables				arosazudon
330156		feudalisation				erisezaden
330157		feudalisations				erisezadon
330158		feudalise				arosazu
330159		feudalised				biquniat
330160		feudalises				arosazot
330161		feudalising				biqunitoo
330162		feudalism				uresuzon
330163		feudalisms				uresuzan
330164		feudalist				buqanuen
330165		feudalistic				buqanutian
330166		feudalistically				buqanutio
330167		feudalists				buqanuon
330168		feudalities				biqunitiin
330169		feudality				beqoneon
330170		feudalizable				baqenatea
330171		feudalizables				baqenateen
330172		feudalization				beqonetoa
330173		feudalizations				beqonetoen
330174		feudalize				baqenaun
330175		feudalized				erisezi
330176		feudalizes				baqenau
330177		feudalizing				erisezasot
330178		feudaller				uresuzen
330179		feudallest				irasize
330180		feudallier				uresuzi
330181		feudalliest				irasizavot
330182		feudally				baqenaat
330183		feudaries				orusoqot
330184		feudary				arosai
330185		feudatary				buqanoot
330186		feudator				biquneon
330187		feudatorial				uresububat
330188		feudatories				boqinajaen
330189		feudatory				baqeniun
330190		feudatorys				baqeniu
330191		feuded				arosen
330192		feudee				biquin
330193		feuder				erisina
330194		feuding				arosoe
330195		feudings				arosofin
330196		feudist				erisien
330197		feudists				erisiwon
330198		feudlike				irasisat
330199		feudovassalism				buqafusiot
330200		feuds				baqeq
330201		feudum				boqian
330202		feuduty				oruseun
330203		feued				buqet
330204		feuerbach				boquciu
330205		feuerbachian				orutisuzi
330206		feuerbachs				boquciot
330207		feuerborn				orutisa
330208		feuergold				beqicei
330209		feuerschutz				orutiwetet
330210		feuerstein				beqician
330211		feuillae				urenuzen
330212		feuillaes				urenuzon
330213		feuillage				aronaza
330214		feuillant				orunozet
330215		feuillantism				aronazojun
330216		feuillants				orunozi
330217		feuille				iranian
330218		feuillee				orunozot
330219		feuillees				orunozo
330220		feuillemort				iranizuhen
330221		feuillemorte				orunozihun
330222		feuillet				beqeveon
330223		feuillete				baqavau
330224		feuilletee				buquvuet
330225		feuilletes				baqavaot
330226		feuilletine				urenuzage
330227		feuilleton				orunozia
330228		feuilletonism				aronazegu
330229		feuilletonisms				aronazegot
330230		feuilletonist				baqavapaun
330231		feuilletonistic				baqavapaot
330232		feuilletonists				baqavapau
330233		feuilletons				orunozigat
330234		feuillite				beqeveat
330235		feuing				buquot
330236		feulamort				baqinein
330237		feulgen				iratian
330238		feulner				bequpo
330239		feune				boqove
330240		feurabush				boqeniot
330241		feurabushs				boqenio
330242		feus				orucn
330243		feute				buqav
330244		feuter				eriqot
330245		feuterer				buqavain
330246		feutre				eriqota
330247		feutred				buqace
330248		feutres				eriqoo
330249		feutring				buqaceet
330250		feux				biqie
330251		fevadi				oramata
330252		fever				erutou
330253		feverberries				buwecapoi
330254		feverberry				bowuciin
330255		feverbush				erutosi
330256		fevercup				bawocoan
330257		fevered				biwaca
330258		feveret				biwaco
330259		fevereth				aritezun
330260		feverfew				biwacoon
330261		feverfews				biwacoan
330262		fevergum				urotanen
330263		fevering				biwacaat
330264		feverish				bawocoe
330265		feverishly				oratisona
330266		feverishness				iretusoten
330267		feverishnesses				oratisetu
330268		feverite				biwacaon
330269		feverless				bowucoin
330270		feverlessly				urotazadan
330271		feverlessness				aritezedon
330272		feverlike				bewicei
330273		feverous				oratihin
330274		feverously				bewicuan
330275		feverroot				ariteqin
330276		feverroots				ariteqa
330277		fevers				erutot
330278		feversome				aritewu
330279		fevertrap				bowucain
330280		fevertwig				biwaceun
330281		fevertwitch				bowucaleet
330282		feverweed				bawocei
330283		feverweeds				bawoceat
330284		feverwort				erutoki
330285		feverworts				erutokat
330286		fevery				iretoe
330287		fevga				bowan
330288		fevillea				bowovoin
330289		fevre				eruja
330290		fevrier				bawuran
330291		fevriers				bawuruun
330292		few				erae
330293		fewarren				bibecuon
330294		fewe				aruts
330295		fewel				bobuv
330296		fewell				oretuna
330297		fewer				bubec
330298		fewest				bibaa
330299		fewfold				bebifen
330300		fewhcs				babuon
330301		fewkes				urisua
330302		fewl				bibea
330303		fewly				babil
330304		fewmand				orevoe
330305		fewmet				bebain
330306		fewmets				bebava
330307		fewnes				bebein
330308		fewneses				babavoan
330309		fewness				bebeva
330310		fewnesses				babavoun
330311		fewnomial				irozepin
330312		fews				eracni
330313		fewscore				bebesuo
330314		fewsome				aruciat
330315		fewte				bibuv
330316		fewter				aruqon
330317		fewtered				bobiviat
330318		fewterer				bibuvuet
330319		fewterers				bibuvui
330320		fewtering				bobivio
330321		fewterlock				bibuvue
330322		fewters				aruquan
330323		fewtrils				bibucaat
330324		fexhe				aramu
330325		fexinidazole				bidipazaa
330326		fexofenadine				bedolahiu
330327		fext				araqna
330328		fexted				bodion
330329		fexting				bodirin
330330		fexts				araqoe
330331		fey				area
330332		feydeau				bogivi
330333		feydeaus				bogivoat
330334		feydhoo				urasaa
330335		feydhoofinolhu				irusuhirin
330336		feydom				biguo
330337		feyed				boguta
330338		feyenoord				bugepoo
330339		feyer				bigac
330340		feyerabendian				bugecutaan
330341		feyest				bogui
330342		feygele				beguva
330343		feygeleh				irulozat
330344		feying				bogoe
330345		feyly				bugol
330346		feyness				bagavi
330347		feynesses				buguvea
330348		feynman				urazaa
330349		feynmanian				begezeun
330350		feynmanium				erozoru
330351		feynmans				urazaren
330352		feys				arecs
330353		fez				bik
330354		fezakinumab				bukotehaan
330355		fezes				bokuq
330356		fezless				orutee
330357		fezlike				eritiet
330358		fezolamine				bukavui
330359		fezolinetant				urepusifu
330360		fezs				biki
330361		fezzan				bikaa
330362		fezzanese				bekinio
330363		fezzani				bikanet
330364		fezzed				bikain
330365		fezzes				aroleta
330366		fezzik				arolan
330367		fezziwig				arolokin
330368		fezziwigs				aroloka
330369		fezzy				iralee
330370		ffahcswr				buliseen
330371		ffar				odaj
330372		ffatslaf				odaquzen
330373		ffatspo				biluqan
330374		ffdca				edore
330375		ffed				udes
330376		ffef				edik
330377		ffej				uder
330378		ffelp				biseh
330379		ffep				edifa
330380		ffestiniog				bisiwaen
330381		ffestiniogs				bisiwahoon
330382		fffc				odure
330383		ffff				bogue
330384		fffff				adoku
330385		ffffff				bagoot
330386		fffffff				idakoo
330387		ffffffff				bigaloet
330388		fffffffuuuuuuuuuuuu				edikamokat
330389		fffipp				adonin
330390		fffp				boguo
330391		ffgraham				bekanoat
330392		ffhrer				edajet
330393		ffhrers				edajai
330394		ffib				edene
330395		fficial				adaroin
330396		fficient				bamaruin
330397		ffirg				odojo
330398		ffirgci				odojoen
330399		ffirgs				odoja
330400		ffitch				bumaaa
330401		ffits				adaqo
330402		ffiz				odol
330403		fflam				idemue
330404		ffleming				bisazain
330405		ffler				bosuc
330406		fflers				bosue
330407		fflo				edupa
330408		fflur				bosuca
330409		ffly				eduk
330410		ffmpeg				adufea
330411		ffner				bevic
330412		ffnfkirchen				edekasuzet
330413		ffnfkirchens				edekasuzi
330414		ffogorpb				iduleqin
330415		ffohhj				idume
330416		ffolespa				bezuvii
330417		ffolos				idutat
330418		ffoninam				bazaroa
330419		ffooks				boziin
330420		ffopir				bizaan
330421		fforbobr				bazuriu
330422		fforde				bazui
330423		fforest				bazuvun
330424		fforestfach				bizovaduo
330425		ffoszzuf				edocanat
330426		ffoulkes				iduwivu
330427		ffqa				befu
330428		ffrdc				buhas
330429		ffrench				idotaat
330430		ffridd				adunat
330431		ffrith				edani
330432		ffroze				bohiun
330433		ffrozen				edapaon
330434		ffrth				edaqo
330435		ffrths				edaqon
330436		ffts				adecu
330437		ffuf				edika
330438		ffulhpda				buqoniet
330439		ffup				edife
330440		ffuts				udeqe
330441		ffvs				udoce
330442		ffynnongroyw				bugupohea
330443		ffyona				idupi
330444		fgan				bilou
330445		fgcc				agar
330446		fgcu				uguwa
330447		fgds				burii
330448		fgetown				egiquon
330449		fgfr				oguja
330450		fggot				bokowa
330451		fgirl				ugujua
330452		fgli				bisoo
330453		fgly				basaa
330454		fgnds				ogosu
330455		fgns				bovei
330456		fgren				ogetu
330457		fgrep				egatai
330458		fgrid				agunia
330459		fgsa				egeme
330460		fhab				ekunt
330461		fhalassa				ekutewi
330462		fhas				belue
330463		fhcsrihj				akaceso
330464		fhex				ekiga
330465		fhif				ekek
330466		fhinc				okozue
330467		fhir				akajn
330468		fhlba				bason
330469		fhlbb				ukona
330470		fhlmc				ekuvi
330471		fhlmcs				ekuvet
330472		fhma				butae
330473		fhola				ekotes
330474		fhrer				bahac
330475		fhst				ukuqe
330476		fhsu				bujue
330477		fhwa				buba
330478		fiacco				olarun
330479		fiacitabine				bulerusue
330480		fiacre				belio
330481		fiacres				belicet
330482		fiador				olasea
330483		fiala				belen
330484		fiallo				ulotoo
330485		fialuridine				ulotiqipu
330486		fiam				ilevu
330487		fiambre				ilevui
330488		fiamma				olavua
330489		fiammetta				alivezot
330490		fian				bulee
330491		fianarantsoa				alizaqoji
330492		fianc				bules
